payment_id,customer_id,amount,payment_method,failure_reason,previous_transactions,previous_successes,retry_count,last_attempt_hours_ago,communication_consent,customer_opted_out,customer_tenure_days,recovered
PAY_00839,CUST_0913,4247.22,card,none,20,8,1,2,True,False,187,1
PAY_00840,CUST_0253,2183.95,card,none,18,1,1,24,True,False,1489,1
PAY_00841,CUST_0230,951.65,card,none,16,7,2,12,True,False,558,1
PAY_00842,CUST_0519,335.67,card,none,3,1,0,6,True,False,115,1
PAY_00843,CUST_0174,536.71,card,none,9,7,0,12,False,False,1287,1
PAY_00844,CUST_0653,844.12,upi,expired_card,7,4,2,24,True,False,1019,0
PAY_00845,CUST_0168,2512.74,wallet,authentication_failed,19,5,2,12,True,False,1368,0
PAY_00846,CUST_0170,1067.07,net_banking,none,5,5,0,24,True,False,858,1
PAY_00847,CUST_0393,568.96,upi,none,19,9,1,24,True,False,974,1
PAY_00848,CUST_0946,526.95,upi,upi_pending,10,3,1,2,True,False,239,0
PAY_00849,CUST_0795,1022.93,upi,upi_pending,20,2,0,24,True,False,309,0
PAY_00850,CUST_0634,2670.41,upi,hard_decline,12,7,2,24,True,False,16,0
PAY_00851,CUST_0194,5383.1,card,none,8,8,0,72,False,False,62,1
PAY_00852,CUST_0517,892.68,card,none,3,2,1,12,False,False,706,1
PAY_00853,CUST_0029,1048.65,card,network_error,19,15,2,24,True,False,1345,1
PAY_00854,CUST_0165,325.73,card,none,11,7,0,24,True,False,1392,1
PAY_00855,CUST_0422,7625.04,card,none,8,8,2,72,True,False,1459,1
PAY_00856,CUST_0339,270.16,card,none,13,0,1,24,True,False,292,1
PAY_00857,CUST_0648,3539.22,upi,authentication_failed,10,4,1,24,True,False,1187,1
PAY_00858,CUST_0496,761.02,upi,authentication_failed,18,11,0,12,True,False,747,1
PAY_00859,CUST_0365,602.23,card,none,12,6,0,2,True,False,792,1
PAY_00860,CUST_0833,361.4,upi,expired_card,7,7,1,6,True,False,241,0
PAY_00861,CUST_0342,12210.46,upi,none,11,10,0,48,True,False,1349,1
PAY_00862,CUST_0500,1368.53,net_banking,insufficient_funds,10,1,0,48,True,False,1399,0
PAY_00863,CUST_0657,1120.22,card,none,3,3,0,12,True,False,925,1
PAY_00864,CUST_0511,2661.73,upi,none,7,2,0,24,True,False,1153,1
PAY_00865,CUST_0327,572.02,card,none,4,3,1,12,True,False,953,1
PAY_00866,CUST_0217,1098.66,card,none,8,6,1,48,True,False,1147,1
PAY_00867,CUST_0301,1160.19,upi,none,8,4,1,48,True,False,1488,1
PAY_00868,CUST_0132,657.11,upi,none,6,0,1,72,True,False,527,1
PAY_00869,CUST_0804,3639.63,net_banking,checkout_abandoned,13,12,1,6,True,False,1253,0
PAY_00870,CUST_0070,881.25,upi,none,12,1,0,48,True,False,1168,1
PAY_00871,CUST_0252,232.03,upi,none,3,3,1,72,True,False,742,1
PAY_00872,CUST_0415,811.19,card,none,6,4,0,48,True,False,176,1
PAY_00873,CUST_0787,1406.95,card,none,19,0,0,24,True,False,804,1
PAY_00874,CUST_0445,448.77,upi,none,11,11,0,24,True,False,758,1
PAY_00875,CUST_0876,485.61,upi,bank_timeout,4,2,0,48,True,False,1077,1
PAY_00876,CUST_0182,635.07,upi,none,15,5,0,24,True,False,335,1
PAY_00877,CUST_0167,3719.1,wallet,none,2,1,0,6,True,False,899,1
PAY_00878,CUST_0091,673.74,upi,bank_timeout,15,6,0,24,True,False,659,0
PAY_00879,CUST_0714,4578.46,card,none,17,9,0,48,True,False,293,1
PAY_00880,CUST_0858,592.91,net_banking,none,2,1,0,72,True,False,1264,1
PAY_00881,CUST_0531,1517.8,upi,authentication_failed,7,5,0,12,False,False,443,0
PAY_00882,CUST_0039,701.88,wallet,none,16,15,0,48,True,False,1160,1
PAY_00883,CUST_0126,2331.07,net_banking,none,5,0,0,2,True,False,600,1
PAY_00884,CUST_0451,358.43,net_banking,upi_pending,16,12,2,72,False,False,766,0
PAY_00885,CUST_0173,2305.05,upi,none,19,6,1,2,True,False,803,1
PAY_00886,CUST_0653,1228.89,card,none,2,2,2,24,True,False,912,1
PAY_00887,CUST_0754,578.25,card,checkout_abandoned,15,2,1,2,True,False,71,0
PAY_00888,CUST_0220,928.69,wallet,none,4,4,1,24,True,False,931,1
PAY_00889,CUST_0638,5084.01,upi,none,2,2,0,12,False,False,1032,1
PAY_00890,CUST_0058,1258.71,card,authentication_failed,10,0,0,48,True,False,956,0
PAY_00891,CUST_0660,543.09,upi,authentication_failed,5,3,0,24,True,False,780,0
PAY_00892,CUST_0476,328.75,upi,none,18,13,0,24,True,False,1457,1
PAY_00893,CUST_0456,1817.84,upi,none,4,4,1,12,True,False,1020,1
PAY_00894,CUST_0829,1333.88,card,insufficient_funds,1,1,2,6,False,False,878,0
PAY_00895,CUST_0895,2197.38,card,bank_timeout,18,16,1,12,True,False,336,0
PAY_00896,CUST_0361,254.11,card,none,20,10,0,24,True,False,627,1
PAY_00897,CUST_0935,339.59,wallet,none,6,5,3,24,True,False,419,1
PAY_00898,CUST_0001,3452.59,upi,none,20,3,3,2,True,False,1325,1
PAY_00899,CUST_0387,1527.43,card,authentication_failed,20,12,0,24,True,False,237,1
PAY_00900,CUST_0973,1869.45,upi,expired_card,14,3,2,2,True,False,506,0
PAY_00901,CUST_0348,418.77,upi,hard_decline,10,1,0,24,True,False,981,0
PAY_00902,CUST_0190,411.17,card,authentication_failed,18,16,0,72,True,False,399,1
PAY_00903,CUST_0505,2955.01,net_banking,none,9,2,0,12,True,False,611,1
PAY_00904,CUST_0191,3097.58,card,none,12,9,1,48,True,False,1347,1
PAY_00905,CUST_0508,369.33,card,bank_timeout,10,4,0,48,True,False,955,1
PAY_00906,CUST_0369,305.1,upi,bank_timeout,19,11,0,24,True,False,2,0
PAY_00907,CUST_0409,983.78,upi,none,6,0,0,24,True,False,1209,1
PAY_00908,CUST_0824,493.07,card,none,14,13,0,24,True,False,16,1
PAY_00909,CUST_0929,482.91,upi,upi_pending,8,6,0,12,False,True,279,1
PAY_00910,CUST_0934,313.76,upi,none,14,3,0,48,True,False,1375,1
PAY_00911,CUST_0117,686.47,card,none,11,7,0,48,True,False,370,1
PAY_00912,CUST_0134,345.61,upi,none,16,16,0,72,True,False,963,1
PAY_00913,CUST_0058,366.72,upi,network_error,20,5,0,24,True,False,887,0
PAY_00914,CUST_0556,1477.92,card,none,6,1,1,24,False,False,378,1
PAY_00915,CUST_0685,1037.74,card,insufficient_funds,15,4,3,48,True,False,1079,0
PAY_00916,CUST_0672,1780.91,net_banking,none,15,13,0,24,True,False,208,1
PAY_00917,CUST_0173,210.81,card,none,14,1,0,24,True,False,132,1
PAY_00918,CUST_0829,1107.52,upi,none,12,0,2,48,True,False,1390,1
PAY_00919,CUST_0815,8739.76,net_banking,bank_timeout,2,0,0,72,False,False,1380,0
PAY_00920,CUST_0149,755.76,card,hard_decline,8,5,1,6,True,False,178,0
PAY_00921,CUST_0080,2501.76,upi,insufficient_funds,19,10,0,12,True,False,1266,1
PAY_00922,CUST_0886,2479.98,upi,upi_pending,14,1,0,48,False,False,754,1
PAY_00923,CUST_0213,2605.03,card,none,5,0,1,24,True,False,1308,1
PAY_00924,CUST_0203,1295.51,card,none,9,8,1,48,True,False,437,1
PAY_00925,CUST_0764,1931.57,card,none,13,0,0,24,True,False,963,1
PAY_00926,CUST_0229,2206.17,card,none,9,4,0,24,True,False,679,1
PAY_00927,CUST_0676,2070.29,card,insufficient_funds,14,7,1,6,True,False,525,0
PAY_00928,CUST_0227,358.73,wallet,network_error,5,3,0,24,True,False,71,0
PAY_00929,CUST_0659,198.86,card,checkout_abandoned,2,2,1,6,True,False,54,1
PAY_00930,CUST_0532,231.93,upi,none,7,4,0,48,True,False,13,1
PAY_00931,CUST_0441,837.01,net_banking,none,16,4,0,72,True,False,1400,1
PAY_00932,CUST_0402,1986.1,upi,none,11,7,0,12,True,False,1284,1
PAY_00933,CUST_0047,363.43,card,none,11,5,1,6,True,False,80,1
PAY_00934,CUST_0233,2762.72,wallet,none,12,1,0,2,True,False,476,1
PAY_00935,CUST_0305,663.63,card,none,13,10,0,24,True,False,1084,1
PAY_00936,CUST_0526,669.98,card,none,8,0,0,12,True,False,1071,1
PAY_00937,CUST_0143,475.27,card,none,16,2,3,24,True,False,714,1
PAY_00938,CUST_0415,166.54,upi,none,1,1,3,24,True,False,1060,1
PAY_00939,CUST_0513,1379.28,upi,none,13,3,1,12,True,False,1280,1
PAY_00940,CUST_0373,6079.44,card,none,11,2,3,48,True,False,286,1
PAY_00941,CUST_0566,1030.02,card,none,4,0,0,72,True,False,1391,1
PAY_00942,CUST_0886,172.32,card,none,4,4,3,12,False,False,944,1
PAY_00943,CUST_0259,2393.1,upi,none,15,3,0,48,True,False,228,1
PAY_00944,CUST_0656,215.98,card,none,3,3,0,6,True,False,171,1
PAY_00945,CUST_0471,327.33,card,none,19,9,0,12,True,False,1269,1
PAY_00946,CUST_0953,864.08,card,none,2,0,3,24,True,False,1417,1
PAY_00947,CUST_0971,1239.97,card,network_error,6,3,1,12,True,False,524,1
PAY_00948,CUST_0012,399.95,card,none,8,5,0,2,False,False,298,1
PAY_00949,CUST_0330,831.04,card,insufficient_funds,17,16,3,12,True,False,457,1
PAY_00950,CUST_0736,2242.09,upi,none,5,4,1,72,True,False,1461,1
PAY_00951,CUST_0784,2571.33,net_banking,none,2,1,1,6,True,False,1370,1
PAY_00952,CUST_0968,3833.2,upi,insufficient_funds,12,3,0,48,True,False,478,0
PAY_00953,CUST_0358,7401.36,wallet,none,5,0,2,48,True,False,1209,1
PAY_00954,CUST_0972,2464.86,upi,network_error,10,5,3,6,True,False,272,1
PAY_00955,CUST_0408,882.95,upi,none,9,5,3,12,True,False,461,1
PAY_00956,CUST_0668,2589.74,net_banking,none,20,10,0,6,True,False,1123,1
PAY_00957,CUST_0373,1748.85,upi,bank_timeout,8,8,0,2,True,False,434,1
PAY_00958,CUST_0008,1819.59,card,none,1,1,0,6,True,False,627,1
PAY_00959,CUST_0122,1309.26,net_banking,none,6,3,0,12,True,False,1497,1
PAY_00960,CUST_0348,440.52,net_banking,none,11,2,0,6,True,False,1293,1
PAY_00961,CUST_0676,392.25,wallet,none,3,2,1,6,True,False,796,1
PAY_00962,CUST_0090,995.14,upi,none,15,11,1,24,True,False,621,1
PAY_00963,CUST_0648,1272.72,card,none,11,6,2,12,True,False,396,1
PAY_00964,CUST_0698,555.88,upi,insufficient_funds,5,0,0,72,True,False,1432,0
PAY_00965,CUST_0316,1674.62,upi,insufficient_funds,16,14,0,6,True,False,860,0
PAY_00966,CUST_0178,8784.69,net_banking,none,7,7,0,24,True,False,930,1
PAY_00967,CUST_0540,191.65,upi,checkout_abandoned,6,5,0,72,False,False,387,1
PAY_00968,CUST_0732,1963.03,card,none,9,8,0,2,True,False,534,1
PAY_00969,CUST_0869,1026.62,card,none,7,6,0,24,True,False,1365,1
PAY_00970,CUST_0041,1720.99,card,insufficient_funds,3,3,3,24,False,False,214,0
PAY_00971,CUST_0740,712.86,wallet,bank_timeout,11,3,0,72,True,False,397,0
PAY_00972,CUST_0704,947.61,upi,bank_timeout,12,2,0,48,True,False,44,0
PAY_00973,CUST_0923,1248.25,card,none,11,10,1,12,True,False,592,1
PAY_00974,CUST_0502,811.08,net_banking,none,2,0,1,48,True,False,366,1
PAY_00975,CUST_0959,239.72,card,authentication_failed,1,0,0,24,True,False,174,0
PAY_00976,CUST_0145,867.91,upi,none,2,2,2,12,True,False,273,1
PAY_00977,CUST_0201,266.02,card,network_error,14,11,1,48,True,False,490,1
PAY_00978,CUST_0929,2107.36,upi,none,13,1,2,48,True,False,1206,1
PAY_00979,CUST_0724,169.77,upi,insufficient_funds,5,1,0,2,True,False,1120,0
PAY_00980,CUST_0461,3067.61,net_banking,none,2,2,0,48,True,False,602,1
PAY_00981,CUST_0732,1685.07,card,none,19,8,1,24,True,False,1095,1
PAY_00982,CUST_0752,1691.53,net_banking,none,17,11,0,24,True,False,612,1
PAY_00983,CUST_0925,125.93,net_banking,network_error,11,7,1,24,True,False,1335,0
PAY_00984,CUST_0909,789.5,card,bank_timeout,16,8,1,72,True,False,327,1
PAY_00985,CUST_0558,3475.74,upi,none,20,18,0,48,True,False,347,1
PAY_00986,CUST_0547,652.88,upi,network_error,18,11,0,24,True,False,166,1
PAY_00987,CUST_0253,373.13,upi,none,20,15,2,72,True,False,880,1
PAY_00988,CUST_0390,580.18,net_banking,none,8,6,2,12,True,False,752,1
PAY_00989,CUST_0594,1024.26,upi,none,2,0,1,2,True,False,1240,1
PAY_00990,CUST_0883,468.08,upi,none,17,0,1,24,True,False,344,1
PAY_00991,CUST_0256,3766.18,card,none,11,9,2,24,True,False,61,1
PAY_00992,CUST_0709,1027.96,upi,none,14,8,1,24,True,False,1210,1
PAY_00993,CUST_0815,629.19,upi,bank_timeout,16,9,0,24,True,False,364,1
PAY_00994,CUST_0921,298.47,card,bank_timeout,15,13,0,24,True,False,925,1
PAY_00995,CUST_0450,1780.14,upi,none,15,3,0,24,True,False,1024,1
PAY_00996,CUST_0010,1740.05,upi,none,3,0,0,48,True,False,1206,1
PAY_00997,CUST_0824,496.6,upi,upi_pending,7,6,0,48,True,False,34,1
PAY_00998,CUST_0798,117.18,card,network_error,12,10,3,72,True,False,405,0
PAY_00999,CUST_0242,1653.69,card,none,3,3,1,72,True,False,897,1
PAY_01000,CUST_0251,909.77,upi,insufficient_funds,19,10,2,6,True,False,138,0
PAY_01001,CUST_0877,1534.67,card,none,10,10,1,48,True,False,28,1
PAY_01002,CUST_0005,7763.39,upi,none,8,5,0,12,True,False,106,1
PAY_01003,CUST_0119,1067.6,net_banking,none,16,5,0,48,True,False,157,1
PAY_01004,CUST_0801,656.0,upi,none,16,14,3,48,True,False,1131,1
PAY_01005,CUST_0374,348.17,card,authentication_failed,12,1,0,6,True,False,1257,0
PAY_01006,CUST_0065,802.38,net_banking,none,5,4,1,72,True,False,196,1
PAY_01007,CUST_0146,1287.65,net_banking,none,20,2,0,48,False,True,1009,1
PAY_01008,CUST_0224,1156.68,upi,upi_pending,6,2,0,72,True,False,202,0
PAY_01009,CUST_0239,6145.44,upi,upi_pending,6,3,0,12,True,False,109,0
PAY_01010,CUST_0177,1806.39,card,network_error,8,4,0,48,True,False,543,1
PAY_01011,CUST_0779,958.34,upi,none,17,10,2,48,True,False,41,1
PAY_01012,CUST_0853,541.01,net_banking,none,12,4,1,24,True,False,1088,1
PAY_01013,CUST_0282,1431.78,card,insufficient_funds,14,11,1,48,True,False,890,0
PAY_01014,CUST_0063,442.74,card,none,2,1,2,24,True,False,682,1
PAY_01015,CUST_0217,1312.69,upi,none,19,2,1,48,True,False,812,1
PAY_01016,CUST_0854,1785.43,card,none,6,0,2,12,True,False,415,1
PAY_01017,CUST_0827,883.2,card,none,18,2,0,48,True,False,372,1
PAY_01018,CUST_0795,583.89,net_banking,none,4,1,2,48,False,True,804,1
PAY_01019,CUST_0689,123.31,upi,none,5,5,1,48,True,False,364,1
PAY_01020,CUST_0461,3442.1,upi,none,6,5,0,24,True,False,1260,1
PAY_01021,CUST_0929,1641.39,upi,none,15,0,0,12,True,False,471,1
PAY_01022,CUST_0610,1681.8,upi,none,6,0,0,2,True,False,500,1
PAY_01023,CUST_0105,230.13,card,none,8,8,0,48,True,False,1006,1
PAY_01024,CUST_0099,4358.31,net_banking,network_error,9,7,1,12,True,False,423,0
PAY_01025,CUST_0511,688.68,upi,insufficient_funds,6,5,1,12,True,False,579,0
PAY_01026,CUST_0385,821.56,net_banking,none,2,2,3,48,True,False,1212,1
PAY_01027,CUST_0405,376.42,upi,none,16,12,0,12,True,False,403,1
PAY_01028,CUST_0823,183.65,upi,none,20,7,1,72,True,False,494,1
PAY_01029,CUST_0518,3488.92,upi,none,1,0,0,24,True,False,1258,1
PAY_01030,CUST_0476,3970.3,upi,none,16,12,1,72,True,False,492,1
PAY_01031,CUST_0977,929.34,net_banking,none,1,1,1,2,True,False,925,1
PAY_01032,CUST_0709,555.92,upi,bank_timeout,1,0,1,12,True,False,946,0
PAY_01033,CUST_0863,752.17,card,none,7,5,0,24,True,False,531,1
PAY_01034,CUST_0645,773.08,card,none,16,0,1,48,False,True,1336,1
PAY_01035,CUST_0870,330.35,net_banking,none,17,6,0,12,True,False,941,1
PAY_01036,CUST_0771,818.72,upi,insufficient_funds,16,0,1,24,True,False,113,0
PAY_01037,CUST_0437,1278.06,upi,none,16,14,1,72,True,False,344,1
PAY_01038,CUST_0023,3035.58,upi,bank_timeout,6,4,0,6,True,False,358,0
PAY_01039,CUST_0997,1112.37,upi,none,18,5,0,48,True,False,126,1
PAY_01040,CUST_0565,226.7,upi,bank_timeout,3,0,0,48,True,False,82,0
PAY_01041,CUST_0677,1561.73,net_banking,expired_card,8,2,0,6,True,False,252,0
PAY_01042,CUST_0714,849.01,card,upi_pending,4,3,1,48,True,False,382,1
PAY_01043,CUST_0458,4317.4,card,none,4,3,0,24,True,False,717,1
PAY_01044,CUST_0083,4580.02,card,none,17,5,1,12,True,False,1123,1
PAY_01045,CUST_0145,4743.14,upi,none,5,3,0,12,True,False,452,1
PAY_01046,CUST_0085,625.41,upi,upi_pending,14,14,0,48,True,False,595,1
PAY_01047,CUST_0078,8021.29,wallet,none,15,0,1,12,True,False,24,1
PAY_01048,CUST_0457,1557.66,net_banking,none,12,4,1,24,False,False,1441,1
PAY_01049,CUST_0878,5576.86,net_banking,none,13,7,1,48,True,False,353,1
PAY_01050,CUST_0001,663.4,net_banking,none,18,5,0,6,True,False,73,1
PAY_01051,CUST_0051,813.55,upi,none,14,9,0,72,True,False,695,1
PAY_01052,CUST_0685,1442.35,upi,none,19,8,0,12,True,False,515,1
PAY_01053,CUST_0717,1276.5,upi,none,7,3,0,12,False,False,771,1
PAY_01054,CUST_0772,3846.09,upi,none,6,1,1,48,True,False,1054,1
PAY_01055,CUST_0446,869.46,upi,upi_pending,5,0,0,2,True,False,658,0
PAY_01056,CUST_0449,3514.37,card,bank_timeout,4,2,3,24,True,False,1474,0
PAY_01057,CUST_0881,2280.69,card,insufficient_funds,18,0,1,72,True,False,939,0
PAY_01058,CUST_0488,885.9,net_banking,none,14,8,1,12,True,False,1481,1
PAY_01059,CUST_0800,2110.49,card,bank_timeout,16,4,3,24,True,False,834,0
PAY_01060,CUST_0034,683.16,net_banking,none,20,2,0,12,True,False,1051,1
PAY_01061,CUST_0348,11501.19,upi,none,14,3,0,48,True,False,1380,1
PAY_01062,CUST_0095,76.38,upi,none,5,4,1,6,True,False,622,1
PAY_01063,CUST_0072,2149.4,card,none,11,8,0,12,True,False,19,1
PAY_01064,CUST_0551,187.8,upi,none,12,6,3,24,True,False,528,1
PAY_01065,CUST_0154,875.1,upi,checkout_abandoned,18,18,3,24,True,False,794,1
PAY_01066,CUST_0250,1006.66,upi,none,4,2,2,2,True,False,1294,1
PAY_01067,CUST_0674,4952.43,upi,none,13,13,2,72,True,False,1170,1
PAY_01068,CUST_0438,548.86,card,none,20,7,1,12,True,False,542,1
PAY_01069,CUST_0118,4056.24,upi,none,13,13,1,24,True,False,617,1
PAY_01070,CUST_0771,337.37,card,none,4,4,0,6,True,False,1173,1
PAY_01071,CUST_0891,4216.12,card,none,7,0,1,48,True,False,1207,1
PAY_01072,CUST_0306,682.43,upi,insufficient_funds,2,2,0,12,True,False,1066,0
PAY_01073,CUST_0268,1180.19,upi,none,18,4,1,2,False,True,165,1
PAY_01074,CUST_0961,783.38,upi,none,6,2,3,12,True,False,809,1
PAY_01075,CUST_0054,3953.53,upi,network_error,16,16,0,72,True,False,864,1
PAY_01076,CUST_0236,3254.32,card,authentication_failed,3,2,0,6,True,False,1118,0
PAY_01077,CUST_0389,1708.72,card,insufficient_funds,15,0,0,2,False,False,1238,0
PAY_01078,CUST_0990,346.59,card,none,20,12,1,24,True,False,1212,1
PAY_01079,CUST_0734,536.45,upi,none,10,5,1,24,True,False,1112,1
PAY_01080,CUST_0763,392.06,card,none,9,5,1,48,True,False,1482,1
PAY_01081,CUST_0825,115.8,card,bank_timeout,11,6,1,48,True,False,1496,1
PAY_01082,CUST_0401,3871.19,card,authentication_failed,14,11,0,6,True,False,1078,0
PAY_01083,CUST_0624,790.11,card,none,12,10,1,24,True,False,372,1
PAY_01084,CUST_0767,781.73,card,none,7,0,1,2,True,False,365,1
PAY_01085,CUST_0303,4895.65,card,bank_timeout,11,10,0,24,True,False,1061,1
PAY_01086,CUST_0919,681.31,card,none,17,2,0,48,True,False,119,1
PAY_01087,CUST_0207,473.21,upi,none,9,8,2,24,True,False,409,1
PAY_01088,CUST_0229,875.9,card,none,13,1,3,6,True,False,363,1
PAY_01089,CUST_0853,353.3,upi,none,16,13,1,2,True,False,1393,1
PAY_01090,CUST_0910,1547.44,upi,checkout_abandoned,3,0,2,48,True,False,958,0
PAY_01091,CUST_0578,754.71,wallet,none,5,2,0,72,True,False,1177,1
PAY_01092,CUST_0075,660.32,wallet,none,17,11,3,12,True,False,323,1
PAY_01093,CUST_0435,605.53,upi,none,1,1,0,6,True,False,758,1
PAY_01094,CUST_0103,986.12,upi,none,9,4,0,72,True,False,1318,1
PAY_01095,CUST_0422,1192.11,upi,none,17,6,0,24,True,False,944,1
PAY_01096,CUST_0704,651.99,card,none,13,0,1,24,True,False,448,1
PAY_01097,CUST_0764,766.04,net_banking,none,15,2,0,48,True,False,1154,1
PAY_01098,CUST_0738,1010.78,wallet,network_error,8,5,0,6,True,False,704,0
PAY_01099,CUST_0806,913.77,card,bank_timeout,8,6,0,24,True,False,709,1
PAY_01100,CUST_0306,1131.25,upi,none,2,1,0,72,True,False,979,1
PAY_01101,CUST_0098,557.43,card,none,10,2,0,2,True,False,342,1
PAY_01102,CUST_0850,2994.68,upi,checkout_abandoned,5,3,1,48,True,False,1291,1
PAY_01103,CUST_0798,1208.13,net_banking,none,16,4,0,24,True,False,1362,1
PAY_01104,CUST_0335,662.59,net_banking,bank_timeout,19,10,0,72,True,False,475,0
PAY_01105,CUST_0859,1547.48,card,none,1,0,0,12,True,False,1439,1
PAY_01106,CUST_0435,1018.04,upi,insufficient_funds,13,12,0,48,True,False,291,0
PAY_01107,CUST_0447,193.67,upi,bank_timeout,4,3,0,12,True,False,172,0
PAY_01108,CUST_0994,1542.18,upi,network_error,7,0,1,24,True,False,1463,0
PAY_01109,CUST_0308,395.64,net_banking,authentication_failed,1,0,0,12,True,False,301,0
PAY_01110,CUST_0249,2791.76,card,upi_pending,2,0,0,48,True,False,149,0
PAY_01111,CUST_0166,861.13,upi,none,16,10,1,6,True,False,660,1
PAY_01112,CUST_0481,2392.44,card,none,14,0,0,48,True,False,1289,1
PAY_01113,CUST_0984,583.93,net_banking,none,5,4,0,24,False,False,1119,1
PAY_01114,CUST_0335,1176.06,upi,bank_timeout,14,5,0,48,True,False,698,1
PAY_01115,CUST_0542,3678.44,net_banking,network_error,17,15,0,12,True,False,967,1
PAY_01116,CUST_0759,837.97,net_banking,none,12,3,0,6,True,False,417,1
PAY_01117,CUST_0106,607.4,net_banking,none,20,18,0,24,True,False,257,1
PAY_01118,CUST_0563,2111.26,upi,network_error,12,1,0,24,True,False,515,1
PAY_01119,CUST_0081,2070.74,upi,none,3,2,0,24,True,False,679,1
PAY_01120,CUST_0133,633.49,upi,none,2,0,1,48,True,False,1374,1
PAY_01121,CUST_0797,150.59,upi,bank_timeout,15,1,2,6,True,False,912,0
PAY_01122,CUST_0900,595.84,upi,none,11,5,1,24,False,False,205,1
PAY_01123,CUST_0138,2158.91,card,none,10,10,1,12,True,False,690,1
PAY_01124,CUST_0184,505.21,card,none,18,7,0,6,True,False,344,1
PAY_01125,CUST_0401,1084.7,net_banking,none,2,2,0,72,True,False,465,1
PAY_01126,CUST_0330,568.22,upi,none,7,7,0,24,True,False,29,1
PAY_01127,CUST_0785,158.83,card,none,7,2,0,48,True,False,1400,1
PAY_01128,CUST_0508,558.09,card,none,7,2,1,6,True,False,105,1
PAY_01129,CUST_0852,2149.8,card,none,14,0,1,2,True,False,334,1
PAY_01130,CUST_0984,102.49,net_banking,none,2,0,0,24,True,False,1093,1
PAY_01131,CUST_0069,1411.16,card,none,2,0,0,12,True,False,107,1
PAY_01132,CUST_0546,334.93,net_banking,checkout_abandoned,15,8,0,2,True,False,102,0
PAY_01133,CUST_0774,2015.14,upi,none,11,4,0,6,True,False,1286,1
PAY_01134,CUST_0053,2240.2,card,authentication_failed,10,6,0,12,True,False,552,0
PAY_01135,CUST_0450,923.39,upi,insufficient_funds,3,0,0,12,False,False,1313,1
PAY_01136,CUST_0205,925.5,upi,none,17,0,0,72,True,False,137,1
PAY_01137,CUST_0126,489.62,upi,network_error,9,3,1,24,True,False,490,0
PAY_01138,CUST_0747,285.55,upi,none,15,6,0,48,False,False,67,1
PAY_01139,CUST_0043,5991.48,upi,network_error,14,10,0,2,True,False,1175,1
PAY_01140,CUST_0752,461.71,upi,none,19,14,1,48,False,False,278,1
PAY_01141,CUST_0971,5259.53,upi,insufficient_funds,17,11,3,12,True,False,212,0
PAY_01142,CUST_0883,464.29,net_banking,none,20,16,2,12,True,False,1374,1
PAY_01143,CUST_0111,1854.17,upi,bank_timeout,17,11,0,2,True,False,628,1
PAY_01144,CUST_0761,351.49,card,none,16,15,0,24,True,False,648,1
PAY_01145,CUST_0663,1850.84,upi,authentication_failed,20,12,0,48,True,False,1171,0
PAY_01146,CUST_0183,791.88,net_banking,none,8,5,0,24,True,False,365,1
PAY_01147,CUST_0848,802.3,net_banking,network_error,7,2,0,72,True,False,678,1
PAY_01148,CUST_0095,2018.32,card,none,12,9,0,48,True,False,1252,1
PAY_01149,CUST_0971,685.99,card,none,1,0,1,2,False,False,1314,1
PAY_01150,CUST_0374,262.92,upi,none,12,4,0,12,True,False,1354,1
PAY_01151,CUST_0912,2347.97,wallet,upi_pending,6,2,0,72,False,False,863,0
PAY_01152,CUST_0520,348.66,net_banking,none,16,1,1,2,True,False,395,1
PAY_01153,CUST_0900,1838.15,net_banking,expired_card,18,0,1,48,True,False,555,0
PAY_01154,CUST_0360,2901.54,card,none,19,14,1,72,True,False,803,1
PAY_01155,CUST_0900,753.33,upi,insufficient_funds,3,1,0,48,True,False,1163,0
PAY_01156,CUST_0696,3577.26,net_banking,none,3,3,0,48,True,False,424,1
PAY_01157,CUST_0281,1775.4,upi,none,5,4,0,48,True,False,1277,1
PAY_01158,CUST_0195,546.83,card,authentication_failed,3,3,1,48,True,False,416,0
PAY_01159,CUST_0864,4453.43,upi,none,19,5,0,24,True,False,945,1
PAY_01160,CUST_0195,350.14,net_banking,none,5,3,0,2,True,False,346,1
PAY_01161,CUST_0667,752.42,upi,none,14,4,0,48,True,False,697,1
PAY_01162,CUST_0093,892.2,upi,none,16,15,2,72,True,False,577,1
PAY_01163,CUST_0672,2008.66,card,none,1,1,0,24,True,False,816,1
PAY_01164,CUST_0946,3345.71,card,network_error,17,3,0,24,True,False,180,0
PAY_01165,CUST_0061,3142.56,card,none,11,7,0,24,True,False,214,1
PAY_01166,CUST_0634,1371.62,upi,none,9,6,3,48,True,False,438,1
PAY_01167,CUST_0051,828.59,upi,none,4,3,1,2,True,False,153,1
PAY_01168,CUST_0403,176.62,card,none,2,1,0,24,True,False,872,1
PAY_01169,CUST_0789,294.67,wallet,none,9,4,0,72,True,False,941,1
PAY_01170,CUST_0005,6416.68,net_banking,authentication_failed,5,3,0,6,True,False,1437,0
PAY_01171,CUST_0466,174.85,card,bank_timeout,4,1,0,72,False,False,1147,0
PAY_01172,CUST_0604,500.45,net_banking,none,5,4,0,72,True,False,606,1
PAY_01173,CUST_0682,3444.75,upi,expired_card,18,18,1,72,True,False,752,1
PAY_01174,CUST_0829,1352.5,card,none,13,12,0,24,False,True,954,1
